"variable","value","procs"
"computeTime",0.96691,64
"computeTime",0.967115,64
"computeTime",0.96732,64
"computeTime",0.967524,64
"computeTime",0.967755,64
"computeTime",0.968042,64
"computeTime",0.968323,64
"computeTime",0.968601,64
"computeTime",0.968907,64
"computeTime",0.969183,64
"computeTime",0.969458,64
"computeTime",0.969759,64
"computeTime",0.970054,64
"computeTime",0.970335,64
"computeTime",0.970602,64
"computeTime",0.970873,64
"computeTime",0.971173,64
"computeTime",0.971458,64
"computeTime",0.971744,64
"computeTime",0.972025,64
"computeTime",0.968831,64
"computeTime",0.959899,64
"computeTime",0.960108,64
"computeTime",0.960317,64
"computeTime",0.960553,64
"computeTime",0.960767,64
"computeTime",0.96099,64
"computeTime",0.961209,64
"computeTime",0.961455,64
"computeTime",0.961669,64
"computeTime",0.961861,64
"computeTime",0.962063,64
"computeTime",0.96229,64
"computeTime",0.962506,64
"computeTime",0.962717,64
"computeTime",0.96293,64
"computeTime",0.96316,64
"computeTime",0.963381,64
"computeTime",0.963604,64
"computeTime",0.963834,64
"computeTime",0.96407,64
"computeTime",0.964293,64
"computeTime",0.964513,64
"computeTime",0.96473,64
"computeTime",0.96497,64
"computeTime",0.965197,64
"computeTime",0.965397,64
"computeTime",0.965604,64
"computeTime",0.965819,64
"computeTime",0.966024,64
"computeTime",0.966241,64
"computeTime",0.966447,64
"computeTime",0.966677,64
"computeTime",0.966877,64
"computeTime",0.9671,64
"computeTime",0.967313,64
"computeTime",0.967548,64
"computeTime",0.967762,64
"computeTime",0.967974,64
"computeTime",0.968186,64
"computeTime",0.968442,64
"computeTime",0.96866,64
"computeTime",0.968867,64
"computeTime",0.969066,64
"computeTime",0.969276,64
"computeTime",0.96948,64
"computeTime",0.969685,64
"computeTime",0.96989,64
"computeTime",0.970125,64
"computeTime",0.970383,64
"computeTime",0.97067,64
"computeTime",0.97095,64
"computeTime",0.971259,64
"computeTime",0.971537,64
"computeTime",0.971835,64
"computeTime",0.972115,64
"computeTime",0.972438,64
"computeTime",0.97272,64
"computeTime",0.972998,64
"computeTime",0.973269,64
"computeTime",0.973563,64
"computeTime",0.973831,64
"computeTime",0.974101,64
"computeTime",0.974368,64
"computeTime",0.971171,64
"computeTime",0.96847,64
"computeTime",0.968681,64
"computeTime",0.96888,64
"computeTime",0.969109,64
"computeTime",0.969323,64
"computeTime",0.969548,64
"computeTime",0.969775,64
"computeTime",0.970014,64
"computeTime",0.970227,64
"computeTime",0.970419,64
"computeTime",0.97061,64
"computeTime",0.97083,64
"computeTime",0.971042,64
"computeTime",0.971255,64
"computeTime",0.971466,64
"computeTime",0.9717,64
"computeTime",0.971913,64
"computeTime",0.972124,64
"computeTime",0.972338,64
"computeTime",0.972577,64
"computeTime",0.972799,64
"computeTime",0.973015,64
"computeTime",0.973249,64
"computeTime",0.973488,64
"computeTime",0.973718,64
"computeTime",0.973927,64
"computeTime",0.974133,64
"computeTime",0.974356,64
"computeTime",0.974559,64
"computeTime",0.974764,64
"computeTime",0.974983,64
"computeTime",0.975199,64
"computeTime",0.975395,64
"computeTime",0.975605,64
"computeTime",0.975834,64
"computeTime",0.976064,64
"computeTime",0.976274,64
"computeTime",0.976492,64
"computeTime",0.976704,64
"computeTime",0.976938,64
"computeTime",0.977155,64
"computeTime",0.977354,64
"computeTime",0.977571,64
"computeTime",0.977781,64
"computeTime",0.977984,64
"computeTime",0.978187,64
"computeTime",0.978391,64
"computeTime",0.978626,64
"computeTime",0.978891,64
"computeTime",0.979173,64
"computeTime",0.979446,64
"computeTime",0.979746,64
"computeTime",0.980053,64
"computeTime",0.980333,64
"computeTime",0.980619,64
"computeTime",0.980913,64
"computeTime",0.981197,64
"computeTime",0.981467,64
"computeTime",0.981742,64
"computeTime",0.982024,64
"computeTime",0.982299,64
"computeTime",0.982573,64
"computeTime",0.982894,64
"computeTime",0.979696,64
"computeTime",0.939101,64
"computeTime",0.939308,64
"computeTime",0.939516,64
"computeTime",0.939754,64
"computeTime",0.939997,64
"computeTime",0.940228,64
"computeTime",0.940447,64
"computeTime",0.940686,64
"computeTime",0.940888,64
"computeTime",0.941081,64
"computeTime",0.941276,64
"computeTime",0.941511,64
"computeTime",0.941709,64
"computeTime",0.941923,64
"computeTime",0.942137,64
"computeTime",0.942358,64
"computeTime",0.942573,64
"computeTime",0.942788,64
"computeTime",0.943002,64
"computeTime",0.943247,64
"computeTime",0.943462,64
"computeTime",0.943679,64
"computeTime",0.943894,64
"computeTime",0.944138,64
"computeTime",0.944359,64
"computeTime",0.944559,64
"computeTime",0.944762,64
"computeTime",0.944993,64
"computeTime",0.945195,64
"computeTime",0.945418,64
"computeTime",0.945629,64
"computeTime",0.945851,64
"computeTime",0.946047,64
"computeTime",0.946255,64
"computeTime",0.946472,64
"computeTime",0.946709,64
"computeTime",0.946927,64
"computeTime",0.947142,64
"computeTime",0.94736,64
"computeTime",0.947613,64
"computeTime",0.947831,64
"computeTime",0.94803,64
"computeTime",0.948247,64
"computeTime",0.948482,64
"computeTime",0.948682,64
"computeTime",0.948884,64
"computeTime",0.949095,64
"computeTime",0.949326,64
"computeTime",0.949591,64
"computeTime",0.949871,64
"computeTime",0.950176,64
"computeTime",0.950478,64
"computeTime",0.950756,64
"computeTime",0.951055,64
"computeTime",0.951334,64
"computeTime",0.951629,64
"computeTime",0.951918,64
"computeTime",0.952184,64
"computeTime",0.952457,64
"computeTime",0.952748,64
"computeTime",0.95303,64
"computeTime",0.953314,64
"computeTime",0.953589,64
"computeTime",0.950404,64
"computeTime",0.955379,64
"computeTime",0.955591,64
"computeTime",0.955805,64
"computeTime",0.956031,64
"computeTime",0.956252,64
"computeTime",0.956469,64
"computeTime",0.956696,64
"computeTime",0.956941,64
"computeTime",0.957148,64
"computeTime",0.957348,64
"computeTime",0.95755,64
"computeTime",0.957772,64
"computeTime",0.95797,64
"computeTime",0.958178,64
"computeTime",0.958387,64
"computeTime",0.958627,64
"computeTime",0.958841,64
"computeTime",0.959053,64
"computeTime",0.959263,64
"computeTime",0.959505,64
"computeTime",0.959721,64
"computeTime",0.95994,64
"computeTime",0.96016,64
"computeTime",0.960399,64
"computeTime",0.960633,64
"computeTime",0.96084,64
"computeTime",0.961071,64
"computeTime",0.961294,64
"computeTime",0.9615,64
"computeTime",0.96171,64
"computeTime",0.961929,64
"computeTime",0.962142,64
"computeTime",0.962333,64
"computeTime",0.962576,64
"computeTime",0.962783,64
"computeTime",0.963024,64
"computeTime",0.963243,64
"computeTime",0.963466,64
"computeTime",0.963684,64
"computeTime",0.963916,64
"computeTime",0.964157,64
"computeTime",0.964359,64
"computeTime",0.964557,64
"computeTime",0.964771,64
"computeTime",0.964971,64
"computeTime",0.965182,64
"computeTime",0.965387,64
"computeTime",0.965614,64
"computeTime",0.965884,64
"computeTime",0.966165,64
"computeTime",0.966447,64
"computeTime",0.966748,64
"computeTime",0.967027,64
"computeTime",0.967306,64
"computeTime",0.967586,64
"computeTime",0.967887,64
"computeTime",0.968175,64
"computeTime",0.968447,64
"computeTime",0.968716,64
"computeTime",0.968994,64
"computeTime",0.969283,64
"computeTime",0.969552,64
"computeTime",0.969821,64
"computeTime",0.966655,64
"totalTime",0.259353,16
"totalTime",0.2594,16
"totalTime",0.259469,16
"totalTime",0.259572,16
"totalTime",0.259658,16
"totalTime",0.259752,16
"totalTime",0.259861,16
"totalTime",0.260014,16
"totalTime",0.259904,16
"totalTime",0.260045,16
"totalTime",0.260173,16
"totalTime",0.260318,16
"totalTime",0.260481,16
"totalTime",0.260636,16
"totalTime",0.260802,16
"totalTime",0.263381,16
"totalTime",0.260484,16
"totalTime",0.260526,16
"totalTime",0.260593,16
"totalTime",0.260698,16
"totalTime",0.260782,16
"totalTime",0.260874,16
"totalTime",0.260985,16
"totalTime",0.261147,16
"totalTime",0.261256,16
"totalTime",0.261394,16
"totalTime",0.261515,16
"totalTime",0.261651,16
"totalTime",0.261816,16
"totalTime",0.261975,16
"totalTime",0.262142,16
"totalTime",0.266058,16
"totalTime",0.260026,16
"totalTime",0.260076,16
"totalTime",0.260141,16
"totalTime",0.260238,16
"totalTime",0.260352,16
"totalTime",0.260476,16
"totalTime",0.260571,16
"totalTime",0.260673,16
"totalTime",0.260829,16
"totalTime",0.260959,16
"totalTime",0.26108,16
"totalTime",0.261237,16
"totalTime",0.2614,16
"totalTime",0.261548,16
"totalTime",0.261707,16
"totalTime",0.264191,16
"totalTime",0.262289,16
"totalTime",0.262355,16
"totalTime",0.262423,16
"totalTime",0.262524,16
"totalTime",0.262624,16
"totalTime",0.262722,16
"totalTime",0.262825,16
"totalTime",0.26296,16
"totalTime",0.263063,16
"totalTime",0.263192,16
"totalTime",0.263324,16
"totalTime",0.263477,16
"totalTime",0.263637,16
"totalTime",0.263792,16
"totalTime",0.263959,16
"totalTime",0.266503,16
"totalTime",0.259852,16
"totalTime",0.259896,16
"totalTime",0.259954,16
"totalTime",0.260065,16
"totalTime",0.260163,16
"totalTime",0.260248,16
"totalTime",0.260358,16
"totalTime",0.260483,16
"totalTime",0.260606,16
"totalTime",0.260757,16
"totalTime",0.260883,16
"totalTime",0.261023,16
"totalTime",0.261179,16
"totalTime",0.26133,16
"totalTime",0.261488,16
"totalTime",0.263957,16
"totalTime",0.299062,8
"totalTime",0.299198,8
"totalTime",0.299341,8
"totalTime",0.299528,8
"totalTime",0.300244,8
"totalTime",0.300481,8
"totalTime",0.300788,8
"totalTime",0.303677,8
"totalTime",0.302065,8
"totalTime",0.302162,8
"totalTime",0.30232,8
"totalTime",0.302498,8
"totalTime",0.302737,8
"totalTime",0.302984,8
"totalTime",0.303288,8
"totalTime",0.305882,8
"totalTime",0.304096,8
"totalTime",0.304216,8
"totalTime",0.304365,8
"totalTime",0.304542,8
"totalTime",0.304295,8
"totalTime",0.304556,8
"totalTime",0.30486,8
"totalTime",0.307379,8
"totalTime",0.299915,8
"totalTime",0.300072,8
"totalTime",0.300215,8
"totalTime",0.300399,8
"totalTime",0.300865,8
"totalTime",0.301134,8
"totalTime",0.301435,8
"totalTime",0.307083,8
"totalTime",0.297398,8
"totalTime",0.297507,8
"totalTime",0.297662,8
"totalTime",0.297848,8
"totalTime",0.297638,8
"totalTime",0.29789,8
"totalTime",0.298188,8
"totalTime",0.300833,8
"totalTime",0.2155,32
"totalTime",0.218215,32
"totalTime",0.221109,32
"totalTime",0.227625,32
"totalTime",0.235543,32
"totalTime",0.243005,32
"totalTime",0.251259,32
"totalTime",0.26465,32
"totalTime",0.275075,32
"totalTime",0.278716,32
"totalTime",0.294591,32
"totalTime",0.302267,32
"totalTime",0.314002,32
"totalTime",0.325727,32
"totalTime",0.337512,32
"totalTime",0.351243,32
"totalTime",0.244799,32
"totalTime",0.220435,32
"totalTime",0.226215,32
"totalTime",0.22381,32
"totalTime",0.219606,32
"totalTime",0.234433,32
"totalTime",0.231769,32
"totalTime",0.226083,32
"totalTime",0.232429,32
"totalTime",0.219198,32
"totalTime",0.230488,32
"totalTime",0.237132,32
"totalTime",0.223287,32
"totalTime",0.218716,32
"totalTime",0.237612,32
"totalTime",0.25553,32
"totalTime",0.223937,32
"totalTime",0.226202,32
"totalTime",0.230145,32
"totalTime",0.231981,32
"totalTime",0.242888,32
"totalTime",0.253986,32
"totalTime",0.257233,32
"totalTime",0.269665,32
"totalTime",0.28407,32
"totalTime",0.291936,32
"totalTime",0.304168,32
"totalTime",0.314648,32
"totalTime",0.327244,32
"totalTime",0.335888,32
"totalTime",0.350658,32
"totalTime",0.364036,32
"totalTime",0.252266,32
"totalTime",0.245985,32
"totalTime",0.227771,32
"totalTime",0.230672,32
"totalTime",0.236382,32
"totalTime",0.260111,32
"totalTime",0.234453,32
"totalTime",0.226431,32
"totalTime",0.239865,32
"totalTime",0.232865,32
"totalTime",0.227783,32
"totalTime",0.229145,32
"totalTime",0.244249,32
"totalTime",0.256467,32
"totalTime",0.24253,32
"totalTime",0.253125,32
"totalTime",0.232399,32
"totalTime",0.235392,32
"totalTime",0.239578,32
"totalTime",0.244152,32
"totalTime",0.25005,32
"totalTime",0.2587,32
"totalTime",0.269311,32
"totalTime",0.280145,32
"totalTime",0.291301,32
"totalTime",0.299368,32
"totalTime",0.3076,32
"totalTime",0.317532,32
"totalTime",0.32634,32
"totalTime",0.338588,32
"totalTime",0.3518,32
"totalTime",0.366931,32
"totalTime",0.259329,32
"totalTime",0.258077,32
"totalTime",0.237183,32
"totalTime",0.246966,32
"totalTime",0.234473,32
"totalTime",0.236528,32
"totalTime",0.263401,32
"totalTime",0.235762,32
"totalTime",0.250451,32
"totalTime",0.243195,32
"totalTime",0.239853,32
"totalTime",0.253019,32
"totalTime",0.241524,32
"totalTime",0.256461,32
"totalTime",0.267975,32
"totalTime",0.248579,32
"totalTime",0.242948,32
"totalTime",0.2451,32
"totalTime",0.250999,32
"totalTime",0.257062,32
"totalTime",0.264815,32
"totalTime",0.271811,32
"totalTime",0.281805,32
"totalTime",0.28753,32
"totalTime",0.30418,32
"totalTime",0.309875,32
"totalTime",0.325147,32
"totalTime",0.334011,32
"totalTime",0.34405,32
"totalTime",0.352051,32
"totalTime",0.369071,32
"totalTime",0.382581,32
"totalTime",0.247826,32
"totalTime",0.250935,32
"totalTime",0.269337,32
"totalTime",0.272048,32
"totalTime",0.252825,32
"totalTime",0.27549,32
"totalTime",0.255441,32
"totalTime",0.250133,32
"totalTime",0.267588,32
"totalTime",0.259615,32
"totalTime",0.263114,32
"totalTime",0.265185,32
"totalTime",0.246951,32
"totalTime",0.248054,32
"totalTime",0.255941,32
"totalTime",0.248602,32
"totalTime",0.221739,32
"totalTime",0.223521,32
"totalTime",0.228724,32
"totalTime",0.236298,32
"totalTime",0.245255,32
"totalTime",0.254895,32
"totalTime",0.262486,32
"totalTime",0.27183,32
"totalTime",0.28296,32
"totalTime",0.292026,32
"totalTime",0.304534,32
"totalTime",0.314578,32
"totalTime",0.32391,32
"totalTime",0.335343,32
"totalTime",0.345331,32
"totalTime",0.359221,32
"totalTime",0.228733,32
"totalTime",0.241409,32
"totalTime",0.226621,32
"totalTime",0.246251,32
"totalTime",0.251445,32
"totalTime",0.253856,32
"totalTime",0.225052,32
"totalTime",0.237378,32
"totalTime",0.22437,32
"totalTime",0.231435,32
"totalTime",0.235507,32
"totalTime",0.24117,32
"totalTime",0.227237,32
"totalTime",0.240455,32
"totalTime",0.234131,32
"totalTime",0.252982,32
"totalTime",1.311061,64
"totalTime",1.311249,64
"totalTime",1.311417,64
"totalTime",1.311677,64
"totalTime",1.311843,64
"totalTime",1.312089,64
"totalTime",1.312224,64
"totalTime",1.312403,64
"totalTime",1.312571,64
"totalTime",1.312734,64
"totalTime",1.312875,64
"totalTime",1.313067,64
"totalTime",1.313266,64
"totalTime",1.313498,64
"totalTime",1.31368,64
"totalTime",1.313888,64
"totalTime",1.314674,64
"totalTime",1.314857,64
"totalTime",1.315032,64
"totalTime",1.315193,64
"totalTime",1.315408,64
"totalTime",1.31559,64
"totalTime",1.315732,64
"totalTime",1.315965,64
"totalTime",1.316372,64
"totalTime",1.316546,64
"totalTime",1.316719,64
"totalTime",1.316899,64
"totalTime",1.317081,64
"totalTime",1.31727,64
"totalTime",1.31743,64
"totalTime",1.317629,64
"totalTime",1.317117,64
"totalTime",1.317289,64
"totalTime",1.317468,64
"totalTime",1.31768,64
"totalTime",1.317859,64
"totalTime",1.318028,64
"totalTime",1.31821,64
"totalTime",1.318405,64
"totalTime",1.318645,64
"totalTime",1.318812,64
"totalTime",1.318975,64
"totalTime",1.319151,64
"totalTime",1.319291,64
"totalTime",1.319494,64
"totalTime",1.31966,64
"totalTime",1.319807,64
"totalTime",1.320162,64
"totalTime",1.32034,64
"totalTime",1.320509,64
"totalTime",1.320702,64
"totalTime",1.320865,64
"totalTime",1.321035,64
"totalTime",1.321232,64
"totalTime",1.321415,64
"totalTime",1.321609,64
"totalTime",1.321767,64
"totalTime",1.32193,64
"totalTime",1.322124,64
"totalTime",1.322299,64
"totalTime",1.322468,64
"totalTime",1.322639,64
"totalTime",1.325074,64
"totalTime",1.307039,64
"totalTime",1.307223,64
"totalTime",1.307402,64
"totalTime",1.307597,64
"totalTime",1.307766,64
"totalTime",1.307951,64
"totalTime",1.308134,64
"totalTime",1.308334,64
"totalTime",1.308502,64
"totalTime",1.308652,64
"totalTime",1.308823,64
"totalTime",1.309019,64
"totalTime",1.309192,64
"totalTime",1.309378,64
"totalTime",1.309562,64
"totalTime",1.309745,64
"totalTime",1.309451,64
"totalTime",1.309644,64
"totalTime",1.309836,64
"totalTime",1.31003,64
"totalTime",1.31021,64
"totalTime",1.310395,64
"totalTime",1.310573,64
"totalTime",1.310768,64
"totalTime",1.310983,64
"totalTime",1.311157,64
"totalTime",1.31132,64
"totalTime",1.311505,64
"totalTime",1.311676,64
"totalTime",1.311844,64
"totalTime",1.312008,64
"totalTime",1.312202,64
"totalTime",1.312377,64
"totalTime",1.312562,64
"totalTime",1.312741,64
"totalTime",1.312935,64
"totalTime",1.313106,64
"totalTime",1.313279,64
"totalTime",1.313451,64
"totalTime",1.313669,64
"totalTime",1.313868,64
"totalTime",1.314023,64
"totalTime",1.314189,64
"totalTime",1.314354,64
"totalTime",1.314537,64
"totalTime",1.314698,64
"totalTime",1.314883,64
"totalTime",1.314981,64
"totalTime",1.315894,64
"totalTime",1.316084,64
"totalTime",1.316254,64
"totalTime",1.316446,64
"totalTime",1.316622,64
"totalTime",1.316819,64
"totalTime",1.316992,64
"totalTime",1.31721,64
"totalTime",1.317379,64
"totalTime",1.31754,64
"totalTime",1.317694,64
"totalTime",1.317867,64
"totalTime",1.318021,64
"totalTime",1.31819,64
"totalTime",1.318352,64
"totalTime",1.321536,64
"totalTime",1.316642,64
"totalTime",1.316818,64
"totalTime",1.316982,64
"totalTime",1.317169,64
"totalTime",1.317347,64
"totalTime",1.31754,64
"totalTime",1.317725,64
"totalTime",1.317922,64
"totalTime",1.318007,64
"totalTime",1.318165,64
"totalTime",1.318332,64
"totalTime",1.31852,64
"totalTime",1.318702,64
"totalTime",1.318877,64
"totalTime",1.319056,64
"totalTime",1.31925,64
"totalTime",1.320078,64
"totalTime",1.320254,64
"totalTime",1.320439,64
"totalTime",1.320645,64
"totalTime",1.320821,64
"totalTime",1.320987,64
"totalTime",1.321195,64
"totalTime",1.32139,64
"totalTime",1.321557,64
"totalTime",1.321729,64
"totalTime",1.321903,64
"totalTime",1.322095,64
"totalTime",1.322257,64
"totalTime",1.322428,64
"totalTime",1.322613,64
"totalTime",1.322792,64
"totalTime",1.323333,64
"totalTime",1.323509,64
"totalTime",1.323695,64
"totalTime",1.323897,64
"totalTime",1.324069,64
"totalTime",1.324246,64
"totalTime",1.324418,64
"totalTime",1.324609,64
"totalTime",1.324777,64
"totalTime",1.324934,64
"totalTime",1.325117,64
"totalTime",1.325303,64
"totalTime",1.325469,64
"totalTime",1.32563,64
"totalTime",1.325804,64
"totalTime",1.325992,64
"totalTime",1.3263,64
"totalTime",1.326475,64
"totalTime",1.326649,64
"totalTime",1.326841,64
"totalTime",1.32704,64
"totalTime",1.327218,64
"totalTime",1.327393,64
"totalTime",1.327584,64
"totalTime",1.327712,64
"totalTime",1.327875,64
"totalTime",1.328041,64
"totalTime",1.328211,64
"totalTime",1.328384,64
"totalTime",1.328553,64
"totalTime",1.328748,64
"totalTime",1.332161,64
"totalTime",1.810324,64
"totalTime",1.81051,64
"totalTime",1.810678,64
"totalTime",1.810887,64
"totalTime",1.811073,64
"totalTime",1.811263,64
"totalTime",1.811454,64
"totalTime",1.81165,64
"totalTime",1.811801,64
"totalTime",1.811963,64
"totalTime",1.812133,64
"totalTime",1.812322,64
"totalTime",1.812486,64
"totalTime",1.812668,64
"totalTime",1.812854,64
"totalTime",1.81303,64
"totalTime",1.812329,64
"totalTime",1.812499,64
"totalTime",1.812684,64
"totalTime",1.812885,64
"totalTime",1.813144,64
"totalTime",1.813324,64
"totalTime",1.813415,64
"totalTime",1.813704,64
"totalTime",1.813933,64
"totalTime",1.814097,64
"totalTime",1.814268,64
"totalTime",1.814403,64
"totalTime",1.814632,64
"totalTime",1.814818,64
"totalTime",1.814998,64
"totalTime",1.815184,64
"totalTime",1.815563,64
"totalTime",1.815734,64
"totalTime",1.815914,64
"totalTime",1.816106,64
"totalTime",1.816287,64
"totalTime",1.816462,64
"totalTime",1.81664,64
"totalTime",1.81685,64
"totalTime",1.817065,64
"totalTime",1.817225,64
"totalTime",1.817412,64
"totalTime",1.817603,64
"totalTime",1.817775,64
"totalTime",1.817939,64
"totalTime",1.818118,64
"totalTime",1.818308,64
"totalTime",1.81908,64
"totalTime",1.819261,64
"totalTime",1.819458,64
"totalTime",1.819644,64
"totalTime",1.819814,64
"totalTime",1.820001,64
"totalTime",1.820183,64
"totalTime",1.820366,64
"totalTime",1.820539,64
"totalTime",1.82069,64
"totalTime",1.820854,64
"totalTime",1.821041,64
"totalTime",1.821218,64
"totalTime",1.821394,64
"totalTime",1.821563,64
"totalTime",1.823914,64
"totalTime",1.301944,64
"totalTime",1.302125,64
"totalTime",1.302303,64
"totalTime",1.302496,64
"totalTime",1.302677,64
"totalTime",1.302859,64
"totalTime",1.303051,64
"totalTime",1.303252,64
"totalTime",1.303459,64
"totalTime",1.303618,64
"totalTime",1.303789,64
"totalTime",1.303968,64
"totalTime",1.304139,64
"totalTime",1.304312,64
"totalTime",1.304493,64
"totalTime",1.304693,64
"totalTime",1.305402,64
"totalTime",1.305577,64
"totalTime",1.305756,64
"totalTime",1.30596,64
"totalTime",1.306137,64
"totalTime",1.306322,64
"totalTime",1.30651,64
"totalTime",1.306709,64
"totalTime",1.306884,64
"totalTime",1.307055,64
"totalTime",1.307253,64
"totalTime",1.307433,64
"totalTime",1.307607,64
"totalTime",1.307782,64
"totalTime",1.30796,64
"totalTime",1.308142,64
"totalTime",1.308101,64
"totalTime",1.308305,64
"totalTime",1.308477,64
"totalTime",1.308676,64
"totalTime",1.308853,64
"totalTime",1.309031,64
"totalTime",1.309217,64
"totalTime",1.309409,64
"totalTime",1.31005,64
"totalTime",1.310222,64
"totalTime",1.310383,64
"totalTime",1.310568,64
"totalTime",1.310732,64
"totalTime",1.310906,64
"totalTime",1.311081,64
"totalTime",1.311272,64
"totalTime",1.311731,64
"totalTime",1.311908,64
"totalTime",1.312028,64
"totalTime",1.312272,64
"totalTime",1.31245,64
"totalTime",1.312622,64
"totalTime",1.312795,64
"totalTime",1.312982,64
"totalTime",1.313151,64
"totalTime",1.313316,64
"totalTime",1.313483,64
"totalTime",1.31366,64
"totalTime",1.313835,64
"totalTime",1.314003,64
"totalTime",1.314156,64
"totalTime",1.783098,64
